source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Bois ; divers,,,23300,0,,,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,1,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Bois ; teinture et Marqueterie,,,14600,0,,,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,2,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Bois ; mêlée,,,86700,0,481500,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,3,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Bois ; de campêche,,,756800,0,3855700,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,4,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Bois ; jaune,,,40200,0,225100,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,5,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Bois ; fustel,,,28400,0,142700,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,6,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Cendre,,,18500,0,185600,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,7,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Cendre ; barille,,,319900,0,3198000,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,8,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Cendre ; bourde,,,257500,0,2275300,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,9,3354900,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1788,,,Espagne et les Etats en dépendants,Imports,Cendre ; à savon,,,216500,0,2165100,Livres,,sources/Objet Général/AN_F12_1835_Imports_1788.csv,AN F12 1835,1,10,3354900,,,,David Cassagnes,,,,,,,,,,,
