line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1779,,,Allemagne,Imports,Acier,,,96928,0,283812,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
2,Objet Général,1779,,,Espagne,Imports,Acier,,,2070,0,5175,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
3,Objet Général,1779,,,Flandre,Imports,Acier,,,7915,0,26615,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
4,Objet Général,1779,,,Gènes,Imports,Acier,,,3587,0,10250,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
5,Objet Général,1779,,,Hollande,Imports,Acier,,,223670,0,635814,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
6,Objet Général,1779,,,Italie,Imports,Acier,,,11200,0,52000,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
7,Objet Général,1779,,,Naples,Imports,Acier,,,5250,0,15000,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
8,Objet Général,1779,,,Nord,Imports,Acier,,,19656,0,56160,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
9,Objet Général,1779,,,Suède,Imports,Acier,,,86492,0,177782,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,456768,,,,David Cassagnes,,,,,,,,,,,,,
10,Objet Général,1779,,,Allemagne,Imports,Aiguilles,,,356228,0,99263,livres,,sources/Objet Général/AN_F12_247_Imports_1779.csv,AN F12 247,6,407166,,,,David Cassagnes,,,,,,,,,,,,,
