line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Objet Général,1778,,,Espagne,Exports,Acier,,,3354,0,9583,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
2,Objet Général,1778,,,Flandre,Exports,Acier,,,1391,0,3975,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
3,Objet Général,1778,,,Hollande,Exports,Acier,,,3850,0,11000,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
4,Objet Général,1778,,,Levant,Exports,Acier,,,2322,0,6635,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
5,Objet Général,1778,,,Savoye,Exports,Acier,,,3202,0,9150,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
6,Objet Général,1778,,,Suisse,Exports,Acier,,,5950,0,17000,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
7,Objet Général,1778,,,Etats unis,Exports,Acier,,,4777,0,13650,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
8,Objet Général,1778,,,Isles,Exports,Acier,,,4961,0,14000,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
9,Objet Général,1778,,,Guinée,Exports,Acier,,,3683,0,10525,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,33490,,,,Milewski,,,,,,,,,,,
10,Objet Général,1778,,,Savoye,Exports,Agneaux,,,3106,0,1553,en nombre,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,,,,,Milewski,,,,,,,,,,,
11,Objet Général,1778,,,Angleterre,Exports,Agréments,,,2300,0,,,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,3714,,,,Milewski,,,,,,,,,,,
12,Objet Général,1778,,,Isles,Exports,Agréments,,,1414,0,177,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,3714,,,,Milewski,,,,,,,,,,,
13,Objet Général,1778,,,Allemagne,Exports,Ajustements,,,7899,0,,,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,51869,,,,Milewski,,,,,,,,,,,
14,Objet Général,1778,,,Flandre,Exports,Ajustements,,,2180,0,,,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,51869,,,,Milewski,,,,,,,,,,,
15,Objet Général,1778,,,Isles,Exports,Ajustements,,,41790,0,1393,pièces,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,51869,,,,Milewski,,,,,,,,,,,
16,Objet Général,1778,,,Isles,Exports,Alembics,,,1236,0,950,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,,,,,Milewski,,,,,,,,,,,
17,Objet Général,1778,,,Suisse,Exports,Aloes,,,1756,0,878,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,,,,,Milewski,,,,,,,,,,,
18,Objet Général,1778,,,Espagne,Exports,Alun,,,1126,0,5630,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,23630,,,,Milewski,,,,,,,,,,,
19,Objet Général,1778,,,Hollande,Exports,Alun,,,2644,0,13220,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,23630,,,,Milewski,,,,,,,,,,,
20,Objet Général,1778,,,Italie,Exports,Alun,,,5909,0,29547,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,23630,,,,Milewski,,,,,,,,,,,
21,Objet Général,1778,,,Naples,Exports,Alun,,,1437,0,7188,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,23630,,,,Milewski,,,,,,,,,,,
22,Objet Général,1778,,,Levant,Exports,Alun,,,7450,0,37252,livres,,sources/Objet Général/AN_F12_246_Exports_1778.csv,AN F12 246,3,23630,,,,Milewski,,,,,,,,,,,
