numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
44,Stephen Jackson,,,,1773,exports,1,Angleterre,Roüen,1311462,,
45,Stephen Jackson,,,,1773,exports,1,Angleterre,Saint Quentin,12920,,
46,Stephen Jackson,,,,1773,imports,1,Danemark,Amiens,106388,,
47,Stephen Jackson,,,,1773,imports,1,Danemark,Bayonne,816,,
48,Stephen Jackson,,,,1773,imports,1,Danemark,Bordeaux,706829,,
49,Stephen Jackson,,,,1773,imports,1,Danemark,Caën,27074,,
50,Stephen Jackson,,,,1773,imports,1,Danemark,La Rochelle,208690,,
51,Stephen Jackson,,,,1773,imports,1,Danemark,Montpellier,32860,,
52,Stephen Jackson,,,,1773,imports,1,Danemark,Nantes,75661,,
53,Stephen Jackson,,,,1773,imports,1,Danemark,Paris,20180,,
54,Stephen Jackson,,,,1773,imports,1,Danemark,Rennes,117079,,
55,Stephen Jackson,,,,1773,imports,1,Danemark,Roüen,295166,,
56,Stephen Jackson,,,,1773,exports,1,Danemark,Amiens,5875,,
57,Stephen Jackson,,,,1773,exports,1,Danemark,Bayonne,41480,,
58,Stephen Jackson,,,,1773,exports,1,Danemark,Bordeaux,3287988,,
59,Stephen Jackson,,,,1773,exports,1,Danemark,Caën,2837,,
60,Stephen Jackson,,,,1773,exports,1,Danemark,La Rochelle,152744,,
61,Stephen Jackson,,,,1773,exports,1,Danemark,Montpellier,209428,,
62,Stephen Jackson,,,,1773,exports,1,Danemark,Nantes,143931,,
63,Stephen Jackson,,,,1773,exports,1,Danemark,Paris,26212,,
64,Stephen Jackson,,,,1773,exports,1,Danemark,Rennes,35125,,
65,Stephen Jackson,,,,1773,exports,1,Danemark,Roüen,136458,,
66,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Amiens,662698,,
67,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Bayonne,3072344,,
68,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Bordeaux,865212,,
69,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Caën,57960,,
70,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",La Rochelle,1899793,,
71,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Marseille,11467778,,
72,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Montpellier,936057,,
73,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Nantes,1093065,,
74,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Narbonne,194482,,
75,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Paris,9670,,
76,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Rennes,684801,,
77,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Roüen,14493319,,
78,Stephen Jackson,,,,1773,imports,1,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,9827,,
79,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Amiens,2679383,,
80,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Bayonne,5864725,,
81,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Bordeaux,575328,,
82,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Caën,730,,
83,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Châlons,250892,,
84,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Flandre,348059,,
85,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",La Rochelle,4351,,
86,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Lyon,5190341,,
87,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Marseille,11688651,,
88,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Montpellier,376832,,
89,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Nantes,2094962,,
90,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Narbonne,822127,,
91,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Paris,1375754,,
92,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Rennes,8103551,,
93,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Roüen,3124085,,
94,Stephen Jackson,,,,1773,exports,1,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,1846432,,
95,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Amiens,923,,
96,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Caën,86743,,
97,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Charleville,30986,,
98,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Flandre,9326139,,
99,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Paris,5075,,
100,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Roüen,2031048,,
101,Stephen Jackson,,,,1773,imports,1,Flandre Autrichienne,Saint Quentin,283986,,
102,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Amiens,458224,,
103,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Bayonne,422267,,
104,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Bordeaux,2853095,,
105,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Bourgogne,75407,,
106,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Caën,7699,,
107,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Châlons,482570,,
108,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Charleville,26671,,
109,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Flandre,5051551,,
110,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Langres,8205,,
111,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,La Rochelle,38369,,
112,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Lyon,1017156,,
113,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Montpellier,87250,,
114,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Paris,522089,,
115,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Roüen,502893,,
116,Stephen Jackson,,,,1773,exports,1,Flandre Autrichienne,Saint Quentin,284548,,
117,Stephen Jackson,,,,1773,imports,1,Geneve,Bourgogne,2687,,
118,Stephen Jackson,,,,1773,imports,1,Geneve,Lyon,148950,,
119,Stephen Jackson,,,,1773,imports,1,Geneve,Paris,1000,,
120,Stephen Jackson,,,,1773,exports,1,Geneve,Bordeaux,565983,,
121,Stephen Jackson,,,,1773,exports,1,Geneve,Bourgogne,89539,,
122,Stephen Jackson,,,,1773,exports,1,Geneve,Flandre,20907,,
123,Stephen Jackson,,,,1773,exports,1,Geneve,Lyon,1986330,,
124,Stephen Jackson,,,,1773,exports,1,Geneve,Marseille,1267,,
125,Stephen Jackson,,,,1773,exports,1,Geneve,Montpellier,364018,,
126,Stephen Jackson,,,,1773,exports,1,Geneve,Paris,111230,,
127,Stephen Jackson,,,,1773,exports,1,Geneve,Roüen,206764,,
128,Stephen Jackson,,,,1773,exports,1,Geneve,Saint Quentin,10780,,
129,Stephen Jackson,,,,1773,imports,1,Hollande,Amiens,818951,,
130,Stephen Jackson,,,,1773,imports,1,Hollande,Bayonne,910980,,
131,Stephen Jackson,,,,1773,imports,1,Hollande,Bordeaux,9297945,,
132,Stephen Jackson,,,,1773,imports,1,Hollande,Bourgogne,700,,
133,Stephen Jackson,,,,1773,imports,1,Hollande,Caën,125757,,
134,Stephen Jackson,,,,1773,imports,1,Hollande,Flandre,1597,,
135,Stephen Jackson,,,,1773,imports,1,Hollande,La Rochelle,3467591,,
136,Stephen Jackson,,,,1773,imports,1,Hollande,Marseille,4090136,,
137,Stephen Jackson,,,,1773,imports,1,Hollande,Montpellier,12038,,
138,Stephen Jackson,,,,1773,imports,1,Hollande,Nantes,1669924,,
139,Stephen Jackson,,,,1773,imports,1,Hollande,Paris,87953,,
140,Stephen Jackson,,,,1773,imports,1,Hollande,Rennes,926867,,
141,Stephen Jackson,,,,1773,imports,1,Hollande,Roüen,5317772,,
142,Stephen Jackson,,,,1773,exports,1,Hollande,Saint Quentin,104563,,
143,Stephen Jackson,,,,1773,exports,1,Hollande,Amiens,43426,,
144,Stephen Jackson,,,,1773,exports,1,Hollande,Bayonne,722463,,
145,Stephen Jackson,,,,1773,exports,1,Hollande,Bordeaux,14188006,,
146,Stephen Jackson,,,,1773,exports,1,Hollande,Caën,164,,
147,Stephen Jackson,,,,1773,exports,1,Hollande,Châlons,86323,,
148,Stephen Jackson,,,,1773,exports,1,Hollande,Flandre,21144,,
149,Stephen Jackson,,,,1773,exports,1,Hollande,La Rochelle,275299,,
150,Stephen Jackson,,,,1773,exports,1,Hollande,Lyon,372544,,
151,Stephen Jackson,,,,1773,exports,1,Hollande,Marseille,1058677,,
152,Stephen Jackson,,,,1773,exports,1,Hollande,Montpellier,1179104,,
153,Stephen Jackson,,,,1773,exports,1,Hollande,Nantes,4150505,,
154,Stephen Jackson,,,,1773,exports,1,Hollande,Paris,640694,,
155,Stephen Jackson,,,,1773,exports,1,Hollande,Rennes,1393325,,
156,Stephen Jackson,,,,1773,exports,1,Hollande,Roüen,3045432,,
157,Stephen Jackson,,,,1773,exports,1,Hollande,Saint Quentin,225902,,
158,Stephen Jackson,,,,1773,imports,1,Italie,Bordeaux,40865,,
159,Stephen Jackson,,,,1773,imports,1,Italie,Bourgogne,450,,
160,Stephen Jackson,,,,1773,imports,1,Italie,Marseille,4717474,,
161,Stephen Jackson,,,,1773,imports,1,Italie,Montpellier,861874,,
162,Stephen Jackson,,,,1773,imports,1,Italie,Narbonne,8690,,
163,Stephen Jackson,,,,1773,imports,1,Italie,Paris,20760,,
164,Stephen Jackson,,,,1773,imports,1,Italie,Roüen,1437148,,
165,Stephen Jackson,,,,1773,exports,1,Italie,Amiens,342096,,
166,Stephen Jackson,,,,1773,exports,1,Italie,Bordeaux,2764736,,
167,Stephen Jackson,,,,1773,exports,1,Italie,Bourgogne,420,,
168,Stephen Jackson,,,,1773,exports,1,Italie,Caën,3169,,
169,Stephen Jackson,,,,1773,exports,1,Italie,Châlons,343819,,
170,Stephen Jackson,,,,1773,exports,1,Italie,Flandre,128988,,
171,Stephen Jackson,,,,1773,exports,1,Italie,La Rochelle,82082,,
172,Stephen Jackson,,,,1773,exports,1,Italie,Lyon,8968473,,
173,Stephen Jackson,,,,1773,exports,1,Italie,Marseille,8034922,,
174,Stephen Jackson,,,,1773,exports,1,Italie,Montpellier,569011,,
175,Stephen Jackson,,,,1773,exports,1,Italie,Nantes,669403,,
176,Stephen Jackson,,,,1773,exports,1,Italie,Narbonne,46218,,
177,Stephen Jackson,,,,1773,exports,1,Italie,Paris,588759,,
178,Stephen Jackson,,,,1773,exports,1,Italie,Roüen,287239,,
179,Stephen Jackson,,,,1773,exports,1,Italie,Saint Quentin,351764,,
180,Stephen Jackson,,,,1773,imports,1,Naples et Sicile,Marseille,16401007,,
181,Stephen Jackson,,,,1773,exports,1,Naples et Sicile,Marseille,8176820,,
182,Stephen Jackson,,,,1773,exports,1,Naples et Sicile,Paris,106490,,
183,Stephen Jackson,,,,1773,exports,1,Naples et Sicile,Saint Quentin,77700,,
184,Stephen Jackson,,,,1773,imports,1,Genes,Marseille,38712751,,problème de somme
185,Stephen Jackson,,,,1773,imports,1,Genes,Paris,4255,,problème de somme
186,Stephen Jackson,,,,1773,exports,1,Genes,Châlons,9460,,
187,Stephen Jackson,,,,1773,exports,1,Genes,Marseille,4810168,,
188,Stephen Jackson,,,,1773,exports,1,Genes,Narbonne,10770,,
189,Stephen Jackson,,,,1773,exports,1,Genes,Paris,27545,,
190,Stephen Jackson,,,,1773,exports,1,Genes,Saint Quentin,33740,,
191,Stephen Jackson,,,,1773,imports,1,Venise,Marseille,969941,,
192,Stephen Jackson,,,,1773,imports,1,Venise,Paris,4750,,
193,Stephen Jackson,,,,1773,exports,1,Venise,Marseille,1943939,,
194,Stephen Jackson,,,,1773,exports,1,Venise,Paris,7310,,
195,Stephen Jackson,,,,1773,exports,1,Venise,Saint Quentin,181868,,
196,Stephen Jackson,,,,1773,imports,1,Levant,Marseille,36309301,,
197,Stephen Jackson,,,,1773,exports,1,Levant,Flandre,1491027,,problème de somme dans la source
198,Stephen Jackson,,,,1773,exports,1,Levant,Marseille,31378373,,problème de somme dans la source
199,Stephen Jackson,,,,1773,exports,1,Levant,Montpellier,18000,,problème de somme dans la source
200,Stephen Jackson,,,,1773,exports,1,Levant,Paris,30383,,problème de somme dans la source
201,Stephen Jackson,,,,1773,exports,1,Levant,Rennes,65925,,problème de somme dans la source
202,Stephen Jackson,,,,1773,imports,1,Nord,Amiens,107816,,
203,Stephen Jackson,,,,1773,imports,1,Nord,Bayonne,613626,,
204,Stephen Jackson,,,,1773,imports,1,Nord,Bordeaux,2554004,,
205,Stephen Jackson,,,,1773,imports,1,Nord,La Rochelle,2590,,
206,Stephen Jackson,,,,1773,imports,1,Nord,Marseille,1196653,,
207,Stephen Jackson,,,,1773,imports,1,Nord,Nantes,2037576,,
208,Stephen Jackson,,,,1773,imports,1,Nord,Rennes,138857,,
209,Stephen Jackson,,,,1773,imports,1,Nord,Roüen,2856926,,
210,Stephen Jackson,,,,1773,exports,1,Nord,Amiens,11124,,
211,Stephen Jackson,,,,1773,exports,1,Nord,Bayonne,556867,,
212,Stephen Jackson,,,,1773,exports,1,Nord,Bordeaux,20135510,,
213,Stephen Jackson,,,,1773,exports,1,Nord,Bourgogne,280,,
214,Stephen Jackson,,,,1773,exports,1,Nord,Caën,2206,,
215,Stephen Jackson,,,,1773,exports,1,Nord,La Rochelle,1737407,,
216,Stephen Jackson,,,,1773,exports,1,Nord,Marseille,483861,,
217,Stephen Jackson,,,,1773,exports,1,Nord,Nantes,7471185,,
218,Stephen Jackson,,,,1773,exports,1,Nord,Paris,325852,,
219,Stephen Jackson,,,,1773,exports,1,Nord,Rennes,357570,,
220,Stephen Jackson,,,,1773,exports,1,Nord,Roüen,5133063,,
221,Stephen Jackson,,,,1773,exports,1,Nord,Saint Quentin,6860,,
222,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Amiens,22145,,
223,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Bayonne,53982,,
224,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Bordeaux,63855,,
225,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Marseille,654840,,
226,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Nantes,103924,,
227,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Rennes,40660,,
228,Stephen Jackson,,,,1773,imports,1,"Portugal et Isles Terceres, Madère et Açores",Roüen,1903000,,
229,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Amiens,94710,,
230,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Bayonne,127874,,
231,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Bourgogne,70,,
232,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Châlons,1052955,,
233,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Flandre,27340,,
234,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Lyon,219900,,
235,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Marseille,30171,,
236,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Montpellier,100017,,
237,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Nantes,874554,,
238,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Paris,135890,,
239,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Rennes,703858,,
240,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Roüen,526780,,
241,Stephen Jackson,,,,1773,exports,1,"Portugal et Isles Terceres, Madère et Açores",Saint Quentin,209860,,
242,Stephen Jackson,,,,1773,imports,1,Russie,Bordeaux,762444,,
243,Stephen Jackson,,,,1773,imports,1,Russie,La Rochelle,39899,,
244,Stephen Jackson,,,,1773,imports,1,Russie,Marseille,696672,,
245,Stephen Jackson,,,,1773,imports,1,Russie,Nantes,886453,,
246,Stephen Jackson,,,,1773,imports,1,Russie,Paris,6370,,
247,Stephen Jackson,,,,1773,imports,1,Russie,Rennes,966744,,
248,Stephen Jackson,,,,1773,imports,1,Russie,Roüen,834446,,
249,Stephen Jackson,,,,1773,exports,1,Russie,Amiens,29310,,
250,Stephen Jackson,,,,1773,exports,1,Russie,Bordeaux,9787157,,
251,Stephen Jackson,,,,1773,exports,1,Russie,Bourgogne,800,,
252,Stephen Jackson,,,,1773,exports,1,Russie,Caën,1443,,
253,Stephen Jackson,,,,1773,exports,1,Russie,Flandre,11292,,
254,Stephen Jackson,,,,1773,exports,1,Russie,La Rochelle,16040,,
255,Stephen Jackson,,,,1773,exports,1,Russie,Marseille,43443,,
256,Stephen Jackson,,,,1773,exports,1,Russie,Paris,237380,,
257,Stephen Jackson,,,,1773,exports,1,Russie,Roüen,471737,,
258,Stephen Jackson,,,,1773,exports,1,Russie,Saint Quentin,15680,,
259,Stephen Jackson,,,,1773,imports,1,Savoye et Piemont,Bourgogne,12766,,
260,Stephen Jackson,,,,1773,imports,1,Savoye et Piemont,Lyon,866158,,
261,Stephen Jackson,,,,1773,imports,1,Savoye et Piemont,Marseille,3358300,,
262,Stephen Jackson,,,,1773,imports,1,Savoye et Piemont,Paris,6470,,
263,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Amiens,44745,,
264,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Bourgogne,65771,,
265,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Caën,14875,,
266,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Châlons,57357,,
267,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Flandre,45469,,
268,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Lyon,2827815,,
269,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Marseille,3052827,,
270,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Montpellier,23744,,
271,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Nantes,4270,,
272,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,paris,122945,,
273,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Roüen,456286,,
274,Stephen Jackson,,,,1773,exports,1,Savoye et Piemont,Saint Quentin,16520,,
275,Stephen Jackson,,,,1773,imports,1,Suede,Bordeaux,576497,,
276,Stephen Jackson,,,,1773,imports,1,Suede,La Rochelle,8852,,
277,Stephen Jackson,,,,1773,imports,1,Suede,Marseille,1176529,,
278,Stephen Jackson,,,,1773,imports,1,Suede,Montpellier,856,,
279,Stephen Jackson,,,,1773,imports,1,Suede,Nantes,636314,,
280,Stephen Jackson,,,,1773,imports,1,Suede,Rennes,897433,,
281,Stephen Jackson,,,,1773,imports,1,Suede,Roüen,1395371,,
282,Stephen Jackson,,,,1773,exports,1,Suede,Bordeaux,7516443,,
283,Stephen Jackson,,,,1773,exports,1,Suede,La Rochelle,8730,,
284,Stephen Jackson,,,,1773,exports,1,Suede,Marseille,239332,,
285,Stephen Jackson,,,,1773,exports,1,Suede,Montpellier,212597,,
286,Stephen Jackson,,,,1773,exports,1,Suede,Nantes,529832,,
287,Stephen Jackson,,,,1773,exports,1,Suede,Paris,52607,,
288,Stephen Jackson,,,,1773,exports,1,Suede,Rennes,341,,
289,Stephen Jackson,,,,1773,exports,1,Suede,Roüen,136311,,
290,Stephen Jackson,,,,1773,exports,1,Suede,Saint Quentin,4900,,
291,Stephen Jackson,,,,1773,imports,1,Suisse,Bourgogne,893410,,
292,Stephen Jackson,,,,1773,imports,1,Suisse,Lyon,4705500,,
293,Stephen Jackson,,,,1773,imports,1,Suisse,Paris,810,,
294,Stephen Jackson,,,,1773,exports,1,Suisse,Amiens,127965,,
295,Stephen Jackson,,,,1773,exports,1,Suisse,Bordeaux,1313750,,
296,Stephen Jackson,,,,1773,exports,1,Suisse,Bourgogne,1800545,,
297,Stephen Jackson,,,,1773,exports,1,Suisse,Châlons,64342,,
298,Stephen Jackson,,,,1773,exports,1,Suisse,Flandre,119385,,
299,Stephen Jackson,,,,1773,exports,1,Suisse,Langres,609812,,
300,Stephen Jackson,,,,1773,exports,1,Suisse,La Rochelle,282409,,
301,Stephen Jackson,,,,1773,exports,1,Suisse,Lyon,4451917,,
302,Stephen Jackson,,,,1773,exports,1,Suisse,Montpellier,52566,,
303,Stephen Jackson,,,,1773,exports,1,Suisse,Paris,103901,,
304,Stephen Jackson,,,,1773,exports,1,Suisse,Roüen,335071,,
305,Stephen Jackson,,,,1773,exports,1,Suisse,Saint Quentin,19320,,
306,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,472230,,
307,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,49679999,,
308,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,4495418,,
309,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Marseille,21238665,,
310,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Nantes,20560312,,
311,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Rennes,2323911,,
312,Stephen Jackson,,,,1773,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Roüen,15898572,,
313,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,363000,,
314,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,5453838,,
315,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bourgogne,3811,,
316,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Flandre,612976,,
317,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,3957140,,
318,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Marseille,12245771,,
319,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Montpellier,11590,,
320,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Nantes,3454198,,
321,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Rennes,813142,,
322,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Roüen,5360836,,
323,Stephen Jackson,,,,1773,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Saint Quentin,574560,,
324,Stephen Jackson,,,,1773,exports,1,Guinée,La Rochelle,10367445,,
325,Stephen Jackson,,,,1773,exports,1,Guinée,Nantes,3174568,,
