numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
1,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Argent vif,,,"14,21",Russie et Courlande,,quintaux,,,,,,,0
2,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Blé froment,,,4452,Russie et Courlande,,quintaux,,,,,,,0
3,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Blé seigle,,,3600,Russie et Courlande,,quintaux,,,,,,,0
4,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Bois de construction divers,,,"11513,8",Russie et Courlande,,quintaux,,,,,,,0
5,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Charbon de terre,,,"8482,2",Russie et Courlande,,quintaux,,,,,,,0
6,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Cuivre divers,,,"43,96",Russie et Courlande,,quintaux,,,,,,,0
7,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Farine,,,"599,44",Russie et Courlande,,quintaux,,,,,,,0
8,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Fer en barres,,,"7534,4",Russie et Courlande,,quintaux,,,,,,,0
9,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Graine de lin,,140862,,Russie et Courlande,,,,,,,,,0
10,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Pelleterie diverse,,126710,,Russie et Courlande,,,,,,,,,0
11,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Suif en pains,,,1414,Russie et Courlande,,quintaux,,,,,,,0
12,Elisa Tirindelli,F12_252,,,1792,Imports,France,,108,Marchandises diverses ; en differents articles chacun de moindre importance,,12094,,Russie et Courlande,,,,,,,,,0
13,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Amandes,,,"240,42",France,,quintaux,,,,,,,0
14,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Capres,,,235,France,,quintaux,,,,,,,0
15,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Confitures,,,"80,3",France,,quintaux,,,,,,,0
16,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Draperie de toutes sortes,,119360,,France,,,,,,,,,0
17,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Eaux spiritueuses et essences,,31910,,France,,,,,,,,,0
18,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Etoffe de laine diverses,,12871,,France,,,,,,,,,0
19,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Gants de peau,,,297,France,,douzaines,,,,,,,0
20,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Horologerie,,40600,,France,,,,,,,,,0
21,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Huile d'olive,,,"123,4",France,,quintaux,,,,,,,0
22,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Librairie,,32322,,France,,,,,,,,,0
23,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Liège en planches et en bouchons ,,9097,,France,,,,,,,,,0
24,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Liqueurs,,15010,,France,,,,,,,,,0
25,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Mercerie mêlées,,29350,,France,,,,,,,,,0
26,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Olives,,,"162,54",France,,quintaux,,,,,,,0
27,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Papier à écrire,,,2809,France,,rames,,,,,,,0
28,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Papier peint et de couleur,,8365,,France,,,,,,,,,0
29,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Parfumerie mêlée,,22525,,France,,,,,,,,,0
30,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Plomb,,,554,France,,quintaux,,,,,,,0
31,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Pruneaux,,,1618,France,,quintaux,,,,,,,0
32,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Rubans de soie,,,"1,8",France,,quintaux,,,,,,,0
33,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Saffran,,,"2,5",France,,quintaux,,,,,,,0
34,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Sel ordinaire,,104555,3142,France,,quintaux,,,,,,,0
35,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,109,Sel ordinaire,,104555,15470,France,,quintaux,,,,,,,0
36,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Tabac rapé,,,"152,4",France,,quintaux,,,,,,,0
37,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Verdet,,,"127,35",France,,quintaux,,,,,,,0
38,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Bourgogne,,,33,France,,muids,,,,,,,1
39,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Bourgogne,,,18,France,,pintes,,,,,,,2
40,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Bordeaux,,,1400,France,,bouteilles,,,,,,,1
41,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Bordeaux,,,1496,France,,muids,,,,,,,1
42,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Bordeaux,,,34,France,,pintes,,,,,,,2
43,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Champagne,,,32958,France,,bouteilles,,,,,,,1
44,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Champagne,,,2,France,,muids,,,,,,,1
45,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Champagne,,,90,France,,pintes,,,,,,,2
46,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Languedoc,,,1718,France,,muids,,,,,,,1
47,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vins ; de Languedoc,,,264,France,,pintes,,,,,,,2
48,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Vinaigre,,,159,France,,muids,,,,,,,0
49,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Marchandises diverses ; en differents articles chacun de moindre importance,,271894,,France,,,,,,,,,0
50,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Café,,,"694,21",France,,quintaux,,,,,,,0
51,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Rocou,,,"126,12",France,,quintaux,,,,,,,0
52,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Sucre brut,,,108,France,,quintaux,,,,,,,0
53,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Sucre raffiné,,,"175,41",France,,quintaux,,,,,,,0
54,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Sucre terré,,,"885,7",France,,quintaux,,,,,,,0
55,Elisa Tirindelli,F12_252,,,1792,Exports,Russie et Courlande ,,110,Objets de peu d'importance,,375,,France,,,,,,,,,0
56,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,"Argent monnoyé en piastres, par le Havre",,157500,,Etats Unis,,quintaux,,,,,,,0
57,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Blé froment,,,10846,Etats Unis,,quintaux,,,,,,,0
58,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Blé seigle,,,2856,Etats Unis,,quintaux,,,,,,,0
59,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Blé mais,,,19871,Etats Unis,,quintaux,,,,,,,0
60,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Bray et goudron,,,934,Etats Unis,,quintaux,,,,,,,0
61,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Café entré par Bordeaux et le Havre,,,"326,84",Etats Unis,,quintaux,,,,,,,0
62,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Cendre potasse,,,"4560,83",Etats Unis,,quintaux,,,,,,,0
63,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Chairs salées de toutes sortes,,,"4598,65",Etats Unis,,quintaux,,,,,,,0
64,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Farine,,,129176,Etats Unis,,quintaux,,,,,,,0
65,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Huile de poisson,,,"2520,45",Etats Unis,,quintaux,,,,,,,0
66,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,Huile de baleine,,,"2845,2",Etats Unis,,quintaux,,,,,,,0
67,Elisa Tirindelli,F12_252,,,1792,Imports,France,,112,"Indigo, par Bordeaux, Nantes, le Havre et Dunkerque",,,"154,52",Etats Unis,,quintaux,,,,,,,0
