numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,eau de vie,Rennes,pour l'Angleterre,"556,00",veltes,"3,00000",0,-1668,
2,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,raisin,Rennes,pour l'Angleterre,"800,00",livres,"0,20000",0,-160,
3,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,taffia,Rennes,pour l'Angleterre,"282,00",veltes,"2,00000",0,-564,
4,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,thé,Rennes,pour l'Angleterre,"5 970,00",livres,"2,25000",0,"-13432,5",
5,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,toile baptiste,Rennes,pour l'Angleterre,"100,00",aunes,"6,00000",0,-600,
6,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,toile de Bretagne,Rennes,pour l'Angleterre,"100,00",aunes,"1,75000",0,-175,
7,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,vin,Rennes,pour l'Angleterre,"2,00",tierçons,"50,00000",0,-100,
8,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,caffé des Isles,Rennes,pour Danemark,"542,00",livres,"0,70000",0,"-379,4",
9,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,1,1759,argentrie,Rennes,pour l'Espagne,"29,00",marcs,"57,00000",0,-1653,
10,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,bayettes,Rennes,pour l'Espagne,"935,75",aunes,"1,40000",0,"-1310,05",
11,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,bas de fil,Rennes,pour l'Espagne,"559,00",paires,"2,25000",0,"-1257,75",
12,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,bas de laine,Rennes,pour l'Espagne,"119,00",paires,"2,50000",0,"-297,5",
13,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,bas de soye,Rennes,pour l'Espagne,"10,00",livres,"40,00000",0,-400,
14,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,Bergopsoom,Rennes,pour l'Espagne,"20,00",aunes,"3,00000",0,-60,doute sur la marchandise
15,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,beure,Rennes,pour l'Espagne,"3 800,00",livres,"0,35000",0,-1330,
16,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,bougie,Rennes,pour l'Espagne,"15,00",livres,"2,00000",0,-30,
17,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,caffé Moka,Rennes,pour l'Espagne,"435,00",livres,"2,00000",0,-870,
18,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,camelot,Rennes,pour l'Espagne,"170,00",aunes,"4,00000",0,-680,
19,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,chandelle,Rennes,pour l'Espagne,"2 723,00",livres,"0,40000",0,"-1089,2",
20,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,chapeaux bordés,Rennes,pour l'Espagne,"2,00",en nombre,"36,00000",0,-72,
20,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,chapeaux castors,Rennes,pour l'Espagne,"3 634,00",en nombre,"14,00000",0,-50876,
21,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,charlotonne,Rennes,pour l'Espagne,"34,00",aunes,"2,00000",0,-68,
22,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,chaussettes de fil,Rennes,pour l'Espagne,"403,00",livres,"2,00000",0,-806,
23,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,chemises,Rennes,pour l'Espagne,"27 091,00",livres,"10,00000",0,-270910,
24,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,cidre,Rennes,pour l'Espagne,"6,00",bariques,"18,00000",0,-108,
25,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,clous de fer,Rennes,pour l'Espagne,"1 028,00",livres,"0,25000",0,-257,
26,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,coutil,Rennes,pour l'Espagne,"23,00",aunes,"1,00000",0,-23,
27,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,couteaux,Rennes,pour l'Espagne,"33,00",douzaines,"12,00000",0,-396,
28,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,couvertures de laine,Rennes,pour l'Espagne,"450,00",livres,"2,00000",0,-900,
29,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1759.csv,Local,Exports,2,1759,cuirs de génisse corroyés,Rennes,pour l'Espagne,"1 688,00",en nombre,"8,00000",0,-13504,
