numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,amandes,Rennes,pour l'Angleterre,24,balles,24,0,-576,
2,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,amidon,Rennes,pour l'Angleterre,1710,livres,"0,2",0,-342,
3,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,beure,Rennes,pour l'Angleterre,6080,livres,"0,5",0,-3040,
4,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,boisseries,Rennes,pour l'Angleterre,"12,5",douzaines,"3,6",0,-45,
5,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,bourre de boeuf,Rennes,pour l'Angleterre,200,livres,"0,25",0,-50,
6,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,bray,Rennes,pour l'Angleterre,9,barils,25,0,-225,
7,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,brignolles,Rennes,pour l'Angleterre,48,boetes,"0,6",0,"-28,8",
8,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,caffé des isles,Rennes,pour l'Angleterre,9972,livres,"0,9",0,"-8974,8",
9,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,capres,Rennes,pour l'Angleterre,24,pots,4,0,-96,
10,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,chaises de pailles,Rennes,pour l'Angleterre,509,en nombre,1,0,-509,
11,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1753.csv,Local,Exports,1,1753,chandelles,Rennes,pour l'Angleterre,5600,livres,"0,45",0,-2520,
