numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,amandes,Rennes,pour l'Angleterre,55,emines,30,0,-1650,unité de quantité non identifiée
2,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,amidon,Rennes,pour l'Angleterre,1450,livres,"0,225",0,"-326,25",
3,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,beure,Rennes,pour l'Angleterre,8000,livres,"0,4",0,-3200,
4,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,boisserie,Rennes,pour l'Angleterre,40,douzaines,36,0,-1440,
5,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,caffé,Rennes,pour l'Angleterre,19561,livres,"0,675",0,"-13203,68",prix incertain
6,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,chaises de paille,Rennes,pour l'Angleterre,806,en nombre,1,0,-806,
7,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,chandelle,Rennes,pour l'Angleterre,7882,livres,"0,525",0,"-4138,05",
8,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,cidre,Rennes,pour l'Angleterre,16,bariques,15,0,-240,
9,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,clous de fer,Rennes,pour l'Angleterre,400,livres,"0,3",0,-120,
10,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,cuirs de vache,Rennes,pour l'Angleterre,6396,en nombre,15,0,-95940,
11,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,eau de vie,Rennes,pour l'Angleterre,7308,veltes,"4,5",0,-32886,
12,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,fil,Rennes,pour l'Angleterre,100,livres,"1,5",0,-150,
13,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,filain,Rennes,pour l'Angleterre,14488,livres,"0,3",0,"-4346,4",
14,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,fruits crus,Rennes,pour l'Angleterre,146,paniers,3,0,-438,
15,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,1,1768,fruits secs,Rennes,pour l'Angleterre,32360,livres,"0,5",0,-16180,
16,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,graisse,Rennes,pour l'Angleterre,1200,livres,"0,3",0,-360,
17,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,huile de graine,Rennes,pour l'Angleterre,60,pots,"1,2",0,-72,
18,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,huile d'olive,Rennes,pour l'Angleterre,525,pots,"2,4",0,-1260,
19,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,legumes,Rennes,pour l'Angleterre,37,boisseaux,"0,75",0,"-27,75",
20,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,mercerie,Rennes,pour l'Angleterre,,,0,1200,1200,valeur de 1200L
21,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,miel,Rennes,pour l'Angleterre,18900,livres,"0,15",0,-2835,
22,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,morue seche,Rennes,pour l'Angleterre,600,livres,"0,35",0,-210,unité monétaire non précisée
23,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,noix,Rennes,pour l'Angleterre,49,milliers,"1,75",0,"-85,75",
24,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,oeufs,Rennes,pour l'Angleterre,100,douzaines,"0,25",0,-25,
25,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,papier d'envelope,Rennes,pour l'Angleterre,228,rames,2,0,-456,
26,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,peaux de veaux corroyées,Rennes,pour l'Angleterre,15,douzaines,31,0,-465,
27,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1768.csv,Local,Exports,2,1768,poivre,Rennes,pour l'Angleterre,920,livres,"1,6",0,-1472,
