numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,bois de gayac,Rennes,d'Angleterre,1300,livres,"0,0625",0,"-81,25",à 6L 5S le %
2,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,charbon de terre,Rennes,d'Angleterre,368,bariques,10,0,-3680,
3,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,goudron,Rennes,d'Angleterre,92,barils,22,0,-2024,
4,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,plomb en saumon,Rennes,d'Angleterre,83718,livres,"0,2",0,"-16743,6",
5,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,tabac en feuille,Rennes,d'Angleterre,3170600,livres,"0,25",0,-792650,
6,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,therebentine,Rennes,d'Angleterre,88,barils,22,0,-1936,
7,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,boeuf salé,Rennes,de Danemark,2853,barils,33,0,-94149,
8,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,planches de sapin,Rennes,de Danemark,11820,en nombre,1,0,-11820,
9,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,planches de sapin,Rennes,de Danemark,35917,en nombre,"0,8",0,"-28733,6",
10,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,rogues de stockfish,Rennes,de Danemark,1050,barils,24,0,-25200,
11,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,1,1758,ancres de fer,Rennes,d'Espagne,74000,livres,"0,25",0,-18500,
12,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,boeuf salé,Rennes,d'Espagne,411,barils,33,0,-13563,
13,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,bois de Campêche,Rennes,d'Espagne,55600,livres,"0,2",0,-11120,
14,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,bray gras,Rennes,d'Espagne,74540,livres,"0,0625",0,"-4658,75",
15,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,cacao,Rennes,d'Espagne,100,livres,"0,6",0,-60,
16,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,citrons,Rennes,d'Espagne,13,caisses,15,0,-195,
17,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,cuirs tannés,Rennes,d'Espagne,50,cuirs,"7,2",0,-360,
18,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,farine,Rennes,d'Espagne,248,barils,20,0,-4960,
19,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,fer en barres,Rennes,d'Espagne,1095775,livres,"0,15",0,"-164366,25",
20,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,fer en cercles,Rennes,d'Espagne,77046,livres,"0,18",0,"-13868,28",à 18L le %
21,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,figues,Rennes,d'Espagne,800,barils,3,0,-2400,
22,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,huile d'olive,Rennes,d'Espagne,4256,livres,"0,4",0,"-1702,4",
23,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,laine d'Espagne,Rennes,d'Espagne,200,livres,"1,15",0,-230,
24,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,lard,Rennes,d'Espagne,251,barils,40,0,-10040,
25,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,meules à taillandier,Rennes,d'Espagne,53,en nombre,3,0,-159,
26,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,pierres blanches,Rennes,d'Espagne,2,bariques,20,0,-40,
27,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,planches de sapin,Rennes,d'Espagne,140,en nombre,1,0,-140,
28,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,plumes à lit,Rennes,d'Espagne,300,livres,1,0,-300,
29,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,raisin sec,Rennes,d'Espagne,999,barils,0,0,0,à 4S la livre
30,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,raisins,Rennes,d'Espagne,"287,5",milliers,"0,06",0,"-17,25",à 60L le %%
31,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1758.csv,Local,Imports,2,1758,réglisse,Rennes,d'Espagne,18,balles,40,0,-720,
