numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,amidon,Rennes,pour l'Angleterre,500,livres,"0,2",0,-100,
2,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,bajanne tannées,Rennes,pour l'Angleterre,16,en nombre,"0,35",0,"-5,6",
3,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,beure,Rennes,pour l'Angleterre,1600,livres,"0,35",0,-560,
4,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,biscuit,Rennes,pour l'Angleterre,1500,livres,"0,2",0,-300,
5,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,caffé,Rennes,pour l'Angleterre,90,livres,"0,95",0,"-85,5",
6,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,chaises de paille,Rennes,pour l'Angleterre,211,en nombre,1,0,-211,
7,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,chandelle,Rennes,pour l'Angleterre,140,livres,"0,5",0,-70,
8,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,citrons,Rennes,pour l'Angleterre,1,caisse,12,0,-12,
9,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,clous de fer,Rennes,pour l'Angleterre,300,livres,"0,3",0,-90,
10,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,eau de vie,Rennes,pour l'Angleterre,"1331,5",veltes,"2,4",0,"-3195,6",
11,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,farine,Rennes,pour l'Angleterre,8,quarts,30,0,-240,
12,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1756.csv,Local,Exports,1,1756,fer en barres,Rennes,pour l'Angleterre,1100,livres,"0,15",0,-165,
