numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,caffé de Bourbon,Rennes,pour l'Allemagne la Lorraine et le païs de Liège,18190,livres,"0,75",0,"-13642,5",
2,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,caffé de Moka,Rennes,pour l'Allemagne la Lorraine et le païs de Liège,6851,livres,"1,65",0,"-11304,15",
3,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,thé,Rennes,pour l'Allemagne la Lorraine et le païs de Liège,2152,livres,"1,75",0,-3766,
4,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,amandes,Rennes,pour l'Angleterre,10,balles,40,0,-400,
5,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,beurre,Rennes,pour l'Angleterre,21950,livres,"0,5",0,-10975,
6,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,bray gras,Rennes,pour l'Angleterre,46,barils,24,0,-1104,
7,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,caffé de Bourbon,Rennes,pour l'Angleterre,2318,livres,"0,75",0,"-1738,5",
8,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,caffé des Isles,Rennes,pour l'Angleterre,62675,livres,"0,375",0,"-23503,13",
9,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,caffé de Moka,Rennes,pour l'Angleterre,481,livres,"1,65",0,"-793,65",
10,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,chaises de paille,Rennes,pour l'Angleterre,828,en nombre,1,0,-828,
11,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,chandelle,Rennes,pour l'Angleterre,3982,livres,"0,55",0,"-2190,1",
12,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Sorties – 1775.csv,Local,Exports,1,1775,cuirs de beuf tannées,Rennes,pour l'Angleterre,15776,livres,"1,05",0,"-16564,8",
