numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,ancres de fer,Rennes,d'Angleterre,18,en nombre,0,0,0,"""quel poids ?"". A 25 L les 100 livres"
2,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bas de laine,Rennes,d'Angleterre,9,douzaines,36,0,-324,
3,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bazin,Rennes,d'Angleterre,30,aulnes,2,0,-60,
4,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,boeuf salé,Rennes,d'Angleterre,791,barils,25,0,-19775,
5,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bierre,Rennes,d'Angleterre,40,bariques,22,0,-880,
6,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,biscuits,Rennes,d'Angleterre,15,boucauds,15,0,-225,
7,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,biscuits,Rennes,d'Angleterre,9,sacs,4,0,-36,
8,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bois jaune,Rennes,d'Angleterre,7213,livres,"0,1",0,"-721,3",
9,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bois rouge,Rennes,d'Angleterre,5890,livres,"0,125",0,"-736,25",
10,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bonnets de laine,Rennes,d'Angleterre,2,douzaines,24,0,-48,40 S pièces
11,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,bray gras,Rennes,d'Angleterre,24,barils,20,0,-480,
12,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,cabillauds,Rennes,d'Angleterre,3,tiercons,24,0,-72,
13,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,cacao,Rennes,d'Angleterre,19957,livres,"0,4",0,"-7982,8",
14,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1761.csv,Local,Imports,1,1761,caffé,Rennes,d'Angleterre,15052,livres,"0,5",0,-7526,
