numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,caffé de Bourbon,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,9074,livres,"0,85",0,"-7712,9",
2,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,caffé des Isles,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,347,livres,"0,5",0,"-173,5",
3,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,caffé de Moka,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,8696,livres,"1,5",0,-13044,
4,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,canelle,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,2645,livres,8,0,-21160,
5,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,fleur de canelle,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,1230,livres,12,0,-14760,
6,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,indigo,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,88,livres,"7,5",0,-660,
7,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,papier de Chine,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,,,0,3000,3000,valeur de 3000 L
8,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,porcelaine,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,273,livres,1,0,-273,
9,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,rotins,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,2625,livres,"0,33",0,"-866,25",33 L %
10,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,1,1779,thé,Rennes,pour l'Allemagne la Lorraine et le pais de Liege,101700,livres,"1,4",0,-142380,
11,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,bas de fil,Rennes,pour l'Espagne,154,paires,4,0,-616,
12,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,beuf salé,Rennes,pour l'Espagne,6542,livres,"0,275",0,"-1799,05",27 L 10 S L %
13,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,beurre,Rennes,pour l'Espagne,57116,livres,"0,5",0,-28558,7 L 10 S L%%
14,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,bouchon de liege,Rennes,pour l'Espagne,4,milliers,"7,5",0,-30,
15,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,caffé de Moka,Rennes,pour l'Espagne,579,livres,"1,5",0,"-868,5",
16,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,canelle,Rennes,pour l'Espagne,527,livres,8,0,-4216,
17,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,cercles de bois,Rennes,pour l'Espagne,100,paquets,3,0,-300,
18,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,chandelle,Rennes,pour l'Espagne,370,livres,"0,5",0,-185,
19,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,chemises bretonnes,Rennes,pour l'Espagne,1131,en nombre,4,0,-4524,
20,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,cuir de beuf verd en poil,Rennes,pour l'Espagne,3486,en nombre,30,0,-104580,
21,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,cuir de beuf tanné,Rennes,pour l'Espagne,19665,en nombre,36,0,-707940,
22,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,cuir de génisses corroyés,Rennes,pour l'Espagne,248,en nombre,18,0,-4464,
23,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,graisse,Rennes,pour l'Espagne,9388,livres,"0,45",0,"-4224,6",
24,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,lard,Rennes,pour l'Espagne,1945,livres,"0,4",0,-778,
25,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,legumes,Rennes,pour l'Espagne,7700,livres,"0,125",0,"-962,5",2 S à 3 S
26,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,limés,Rennes,pour l'Espagne,3,pièces,48,0,-144,
27,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,marchandises meslées,Rennes,pour l'Espagne,,,0,328,328,valeur de 328 L
28,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,papier blanc,Rennes,pour l'Espagne,142,balles,200,0,-28400,
29,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,papier batard commun,Rennes,pour l'Espagne,360,rames,6,0,-2160,
30,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,satin,Rennes,pour l'Espagne,12,pièces,120,0,-1440,
31,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,suif,Rennes,pour l'Espagne,26150,livres,"0,5",0,-13075,
32,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,thé,Rennes,pour l'Espagne,1644,livres,"1,4",0,"-2301,6",
33,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toiles batiste,Rennes,pour l'Espagne,11,aunes,9,0,-99,
34,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne crée large,Rennes,pour l'Espagne,248500,aunes,"1,5",0,-372750,
35,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne de couleur,Rennes,pour l'Espagne,1200,aunes,1,0,-1200,
36,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne diverses,Rennes,pour l'Espagne,1259,balles,500,0,-629500,
37,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne diverses,Rennes,pour l'Espagne,142697,aunes,"1,25",0,"-178371,25",
38,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne entre large,Rennes,pour l'Espagne,5400,aunes,"1,4",0,-7560,
39,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne etroites,Rennes,pour l'Espagne,113066,aunes,"1,25",0,"-141332,5",
40,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,2,1779,toile de Bretagne gracienne,Rennes,pour l'Espagne,2357700,aunes,"1,4",0,-3300780,
41,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,toile de Bretagne de halle,Rennes,pour l'Espagne,458,aunes,"1,5",0,-687,
42,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,toile de Bretagne large,Rennes,pour l'Espagne,38397,aunes,3,0,-115191,
43,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,toile de Bretagne de ménage,Rennes,pour l'Espagne,331,aunes,"2,5",0,"-827,5",
44,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,toile de Bretagne Rosconne,Rennes,pour l'Espagne,14400,aunes,"1,3",0,-18720,
45,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,toile de Bretagne rousse,Rennes,pour l'Espagne,427,aunes,"1,5",0,"-640,5",
46,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,toile de Bretagne à voile,Rennes,pour l'Espagne,18350,aunes,"1,25",0,"-22937,5",
47,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,velour de soye pièces de 30 aunes,Rennes,pour l'Espagne,3,pièces,900,0,-2700,3 pièces de 30 aunes à 30 L l'aune
48,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,vin de Bordeaux,Rennes,pour l'Espagne,2,bariques,100,0,-200,
49,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,armoisins,Rennes,pour la Flandre,9,pièces,80,0,-720,
50,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,bois merrain,Rennes,pour la Flandre,30400,douelles,"0,2",0,-6080,
51,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,caffé de Bourbon,Rennes,pour la Flandre,276924,livres,"0,85",0,"-235385,4",
52,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,caffé des Isles,Rennes,pour la Flandre,233488,livres,"0,5",0,-116744,
53,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,caffé de Moka,Rennes,pour la Flandre,7211,livres,"1,5",0,"-10816,5",
54,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,chites,Rennes,pour la Flandre,3,pièces,50,0,-150,
55,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,coton en laine,Rennes,pour la Flandre,3934,livres,"1,7",0,"-6687,8",170 L %
56,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,miel,Rennes,pour la Flandre,46,bariques,55,0,-2530,
57,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,mouchoirs de soye,Rennes,pour la Flandre,1,pièces,45,0,-45,
58,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,mousselines brodées,Rennes,pour la Flandre,4,pièces,200,0,-800,
59,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,poivre,Rennes,pour la Flandre,304,livres,"1,4",0,"-425,6",
60,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,porcelaine,Rennes,pour la Flandre,4,caisses,20,0,-80,
61,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,tabac,Rennes,pour la Flandre,7517,livres,"0,9",0,"-6765,3",90 L %
62,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,thé,Rennes,pour la Flandre,97130,livres,"1,4",0,-135982,
63,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,vin de Bordeaux,Rennes,pour la Flandre,3,bariques,100,0,-300,
64,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,vin de Bordeaux,Rennes,pour la Flandre,3,quarts,50,0,-150,
65,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,bas de coton,Rennes,pour la Hollande,12,douzaines,24,0,-288,
66,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,beurre,Rennes,pour la Hollande,9332,livres,"0,5",0,-4666,
67,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,3,1779,bled de seigle,Rennes,pour la Hollande,31120,livres,"0,125",0,-3890,
68,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,bois de Campêche,Rennes,pour la Hollande,5075,livres,"0,1",0,"-507,5",10 L %
69,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,bois rouge,Rennes,pour la Hollande,22800,livres,"0,2",0,-4560,
70,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,caffé de Bourbon,Rennes,pour la Hollande,2172,livres,"0,85",0,"-1846,2",
71,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,caffé des Isles,Rennes,pour la Hollande,362890,livres,"0,5",0,-181445,
72,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,caffé de Moka,Rennes,pour la Hollande,4135,livres,"1,5",0,"-6202,5",
73,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,camelot,Rennes,pour la Hollande,100,aunes,9,0,-900,
74,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,chaussettes de fil,Rennes,pour la Hollande,60,douzaines,24,0,-1440,
75,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,cuivre en rozette,Rennes,pour la Hollande,36612,livres,"1,4",0,"-51256,8",
76,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,drap d'Elbeuf,Rennes,pour la Hollande,100,aunes,18,0,-1800,
77,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,etamine de laine,Rennes,pour la Hollande,,,0,280,280,
78,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,etoffe de soye,Rennes,pour la Hollande,115,aunes,6,0,-690,
79,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,fil de couleur,Rennes,pour la Hollande,150,livres,3,0,-450,
80,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,guingamp,Rennes,pour la Hollande,446,pièces,10,0,-4460,
81,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,houblon,Rennes,pour la Hollande,29950,livres,"0,4",0,-11980,
82,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,huitres à la daube,Rennes,pour la Hollande,500,barils,20,0,-10000,
83,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,huitres à la daube,Rennes,pour la Hollande,,,0,400,400,
84,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,indienne,Rennes,pour la Hollande,200,aunes,3,0,-600,
85,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,miel,Rennes,pour la Hollande,121,bariques,55,0,-6655,
86,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,miel,Rennes,pour la Hollande,3,tiercons,35,0,-105,
87,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,miel,Rennes,pour la Hollande,31,barils,20,0,-620,
88,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,miel,Rennes,pour la Hollande,1151745,livres,"0,2",0,-230349,
89,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,papier batard commun,Rennes,pour la Hollande,672,rames,6,0,-4032,
90,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,papier batard fin,Rennes,pour la Hollande,3368,rames,10,0,-33680,
91,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,papier à bulle blanc,Rennes,pour la Hollande,857,rames,7,0,-5999,
92,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1779.csv,Local,Exports,4,1779,papier à l'ecu commun,Rennes,pour la Hollande,406,rames,6,0,-2436,
