numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,eau de vie,Rennes,pour l'Angleterre,244,veltes,"2,4",0,"-585,6",
2,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,huile de lin,Rennes,pour l'Angleterre,1560,pots,"1,4",0,-2184,
3,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,rozeaux,Rennes,pour l'Angleterre,3500,en nombre,"0,06",0,-210,6 L %
4,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,thé,Rennes,pour l'Angleterre,60,livres,"3,5",0,-210,
5,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,toile baptiste,Rennes,pour l'Angleterre,33,aunes,4,0,-132,
6,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,toile de coton,Rennes,pour l'Angleterre,15,aunes,"2,5",0,"-37,5",
7,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,toile de halle,Rennes,pour l'Angleterre,18,aunes,"0,9",0,"-16,2",
8,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,toile de Morlaix,Rennes,pour l'Angleterre,250,aunes,"1,4",0,-350,
9,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,taffia,Rennes,pour l'Angleterre,184,veltes,2,0,-368,
10,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,vin rouge,Rennes,pour l'Angleterre,3,bariques,45,0,-135,
11,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,1,1757,vinaigre,Rennes,pour l'Angleterre,20,pots,"0,4",0,-8,
12,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,armoisin,Rennes,pour l'Espagne,6,pièces,50,0,-300,
13,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,bas de laine,Rennes,pour l'Espagne,116,douzaines,42,0,-4872,
14,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,beure,Rennes,pour l'Espagne,15588,livres,"0,35",0,"-5455,8",
15,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,bonets de laine,Rennes,pour l'Espagne,11,douzaines,30,0,-330,
16,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,callemande,Rennes,pour l'Espagne,287,aunes,"2,5",0,"-717,5",
17,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,camelot,Rennes,pour l'Espagne,72,aunes,"2,5",0,-180,
18,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,camelot poil et soye,Rennes,pour l'Espagne,160,aunes,3,0,-480,
19,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,chandelle,Rennes,pour l'Espagne,4110,livres,"0,5",0,-2055,
20,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,chapeau de laine,Rennes,pour l'Espagne,1832,en nombre,6,0,-10992,
21,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,chemises garnies,Rennes,pour l'Espagne,5580,en nombre,10,0,-55800,
22,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,chemises non garnies,Rennes,pour l'Espagne,516,en nombre,6,0,-3096,
23,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,couteaux,Rennes,pour l'Espagne,71,douzaines,"4,8",0,"-340,8",
24,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,couverture de laine,Rennes,pour l'Espagne,686,en nombre,"17,5",0,-12005,À 25 ou 20 L
25,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,cuirs de boeuf en poil,Rennes,pour l'Espagne,760,en nombre,7,0,-5320,
26,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,cuirs de boeuf tannés,Rennes,pour l'Espagne,4447,livres,"0,36",0,"-1600,92",36 L %
27,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Sorties – 1757.csv,Local,Exports,2,1757,cuirs de vaches en poil,Rennes,pour l'Espagne,880,en nombre,5,0,-4400,
