numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,1,1757,beuf salé,Rennes,d'Angleterre,450,tierçons,50,0,-22500,
2,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,1,1757,beure,Rennes,d'Angleterre,789,frequins,26,0,-20514,
3,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,1,1757,charbon de terre,Rennes,d'Angleterre,50,tonneaux,40,0,-2000,
4,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,1,1757,charbon de terre,Rennes,d'Angleterre,469,bariques,10,0,-4690,
5,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,1,1757,marchandises des prises,Rennes,d'Angleterre,,,0,593221,593221,
6,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,1,1757,tabac en feuille,Rennes,d'Angleterre,2597385,livres,"0,25",0,"-649346,25",
7,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,beuf salé,Rennes,de Danemark,604,barils,36,0,-21744,
8,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,bois merrain,Rennes,de Danemark,4800,en nombre,"0,22",0,-1056,À 22 L %
9,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,bordage de chêne,Rennes,de Danemark,4800,en nombre,0,0,0,à 3L 10s le pied cube
10,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,chanvre cru,Rennes,de Danemark,127000,livres,"0,18",0,-22860,À 18 L %
11,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,cabillaux,Rennes,de Danemark,38,barils,0,0,0,À 6s la livre
12,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,esparts,Rennes,de Danemark,40,en nombre,"2,25",0,-90,À 40s ou 50s
13,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,mats,Rennes,de Danemark,,,0,105000,105000,valeur de 105000 L
14,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,planches de Prusse de 5 pieds ,Rennes,de Danemark,13320,en nombre,"1,5",0,-19980,unité monétaire absente
15,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,demi-planches,Rennes,de Danemark,1240,en nombre,1,0,-1240,
16,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,planches de sapin,Rennes,de Danemark,12628,en nombre,1,0,-12628,
17,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,rogues de morue,Rennes,de Danemark,1733,barils,10,0,-17330,
18,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,alpistes,Rennes,d'Espagne,200,livres,"0,275",0,-55,À 5 ou 6s
19,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,amandes,Rennes,d'Espagne,3600,livres,"0,3",0,-1080,À 30 L %
20,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,balais,Rennes,d'Espagne,100,douzaines,"2,4",0,-240,
21,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,beuf salé,Rennes,d'Espagne,249,quarts,40,0,-9960,36 L.  40L
22,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,boutons de coco,Rennes,d'Espagne,160,livres,1,0,-160,
23,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,citrons,Rennes,d'Espagne,2000,en nombre,"0,1",0,-200,
24,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,citrons,Rennes,d'Espagne,40,caisses,11,0,-440,À 10 L ou 12 L
25,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,clous de fer,Rennes,d'Espagne,500,livres,"0,3",0,-150,
26,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,farine,Rennes,d'Espagne,300,livres,"0,3",0,-90,
27,Cyril CANET,AD44_C 716,Local/Rennes/Rennes – Entrées – 1757.csv,Local,Imports,2,1757,fer en barres,Rennes,d'Espagne,1024081,livres,"0,15",0,"-153612,15",
