numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,amandes,Rennes,pour l'Angleterre,44,balles,40,0,-1760,
2,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,beurre,Rennes,pour l'Angleterre,7222,livres,"0,5",0,-3611,
3,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,caffé,Rennes,pour l'Angleterre,19286,livres,"0,55",0,"-10607,3",
4,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,chaises de paille,Rennes,pour l'Angleterre,722,en nombre,1,0,-722,
5,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,chandelle,Rennes,pour l'Angleterre,4469,livres,"0,55",0,"-2457,95",
6,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,cidre,Rennes,pour l'Angleterre,37,bariques,24,0,-888,
7,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,cuirs de boeuf tanés,Rennes,pour l'Angleterre,12142,en nombre,36,0,-437112,
8,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,eau de vie,Rennes,pour l'Angleterre,1307,veltes,"5,5",0,"-7188,5",
9,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,fer ouvré,Rennes,pour l'Angleterre,2300,livres,"0,25",0,-575,
10,Cyril CANET,AD44 C717,Local/Rennes/Rennes – Sorties – 1773.csv,Local,Exports,1,1773,filain,Rennes,pour l'Angleterre,1050,livres,"0,8",0,-840,
