numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
1,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Eaux-de-vie,Royaume d'Espagne,407000,0
2,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Vins divers,Royaume d'Espagne,272000,0
3,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Vins de Bordeaux,Royaume d'Espagne,10000,0
4,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Vins de liqueurs,Royaume d'Espagne,13000,0
5,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Huile d'olive,Royaume d'Espagne,432000,0
6,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,"Bestiaux en bœufs, vaches, porcs, moutons",Royaume d'Espagne,6152000,0
7,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Blé et autres grains comestibles,Royaume d'Espagne,120000,0
8,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Chairs salées,Royaume d'Espagne,253000,0
9,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Fromage,Royaume d'Espagne,26000,0
10,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Légumes,Royaume d'Espagne,50000,0
11,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Fruits divers,Royaume d'Espagne,43000,0
12,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Poissons de toute sorte,Royaume d'Espagne,419000,0
13,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Miel,Royaume d'Espagne,2000,0
14,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Sel,Royaume d'Espagne,79000,0
15,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Provisions de bouche réunie,Royaume d'Espagne,259000,0
16,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Beurre,Royaume d'Espagne,93000,0
17,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Liqueurs,Royaume d'Espagne,24000,0
18,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Sirops,Royaume d'Espagne,3000,0
19,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Thé,Royaume d'Espagne,2000,0
20,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Cacao,Royaume d'Espagne,421000,0
21,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Café,Royaume d'Espagne,44000,0
22,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Sucre,Royaume d'Espagne,2303000,0
23,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Epicerie,Royaume d'Espagne,18000,0
24,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Cannelle,Royaume d'Espagne,200000,0
25,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Girofle,Royaume d'Espagne,139000,0
26,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Poivre,Royaume d'Espagne,21000,0
27,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Coton,Royaume d'Espagne,416000,0
28,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Fil,Royaume d'Espagne,661000,0
29,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Laine,Royaume d'Espagne,201000,0
30,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Soie,Royaume d'Espagne,410000,0
31,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,"Brai, goudron et résine",Royaume d'Espagne,294000,0
32,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Bois divers,Royaume d'Espagne,146000,0
33,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Cires jaune et blanche,Royaume d'Espagne,1142000,0
34,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Cuirs apprêtés,Royaume d'Espagne,456000,0
35,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Graines de trèfle,Royaume d'Espagne,20000,0
36,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Graines de jardin,Royaume d'Espagne,10000,0
37,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An6.csv,Résumé,An 6,Exports,Huile de graine,Royaume d'Espagne,4000,0
