numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
1,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Eaux-de-vie,Royaume d'Espagne,533716,0
2,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Vins divers,Royaume d'Espagne,425847,0
3,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Vins de Bordeaux,Royaume d'Espagne,371188,0
4,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Vins de liqueurs,Royaume d'Espagne,11646,0
5,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Huile d'olive,Royaume d'Espagne,31445,0
6,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",Royaume d'Espagne,4105540,0
7,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Chairs salées,Royaume d'Espagne,265936,0
8,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Fromages,Royaume d'Espagne,43183,0
9,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Légumes,Royaume d'Espagne,2726,0
10,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Fuits divers,Royaume d'Espagne,117531,0
11,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Poissons de toute sorte,Royaume d'Espagne,190986,0
12,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Miel,Royaume d'Espagne,2315,0
13,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Sel,Royaume d'Espagne,59409,0
14,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Provisions de bouche réunies,Royaume d'Espagne,466070,0
15,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Chocolat,Royaume d'Espagne,2045,0
16,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Liqueurs,Royaume d'Espagne,84926,0
17,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Sirops,Royaume d'Espagne,10578,0
18,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Thé,Royaume d'Espagne,8840,0
19,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An10.csv,Résumé,An 10,Exportations,Cacao,Royaume d'Espagne,42096,0
