numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
1,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Eaux-de-vie,Royaume d'Espagne,917342,0
2,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Vins divers,Royaume d'Espagne,908291,0
3,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Vins de Bordeaux,Royaume d'Espagne,48307,0
4,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Vins de liqueurs,Royaume d'Espagne,8044,0
5,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Huile d'olive,Royaume d'Espagne,41694,0
6,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",Royaume d'Espagne,4456832,0
7,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Chairs salées,Royaume d'Espagne,656417,0
8,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Fromages,Royaume d'Espagne,25057,0
9,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Légumes,Royaume d'Espagne,62126,0
10,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Fruits divers,Royaume d'Espagne,92610,0
11,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Poissons de toute sorte,Royaume d'Espagne,106006,0
12,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Miel,Royaume d'Espagne,772,0
13,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Sel,Royaume d'Espagne,43339,0
14,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Provisions de bouche réunie,Royaume d'Espagne,519029,0
15,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Chocolat,Royaume d'Espagne,969,0
16,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Liqueurs,Royaume d'Espagne,61995,0
17,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Sirops,Royaume d'Espagne,21436,0
18,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Cacao,Royaume d'Espagne,97672,0
19,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Café,Royaume d'Espagne,1358,0
20,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Sucre,Royaume d'Espagne,5287,0
21,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Epiceries,Royaume d'Espagne,176862,0
22,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Cannelle,Royaume d'Espagne,59681,0
23,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Girofle,Royaume d'Espagne,54829,0
24,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Coton,Royaume d'Espagne,1278987,0
25,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Fil,Royaume d'Espagne,594421,0
26,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Laine,Royaume d'Espagne,6104,0
27,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Soie,Royaume d'Espagne,2465,0
28,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Articles réunis,Royaume d'Espagne,2950,0
29,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,"Brai, goudron et résine",Royaume d'Espagne,338176,0
30,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Bois divers,Royaume d'Espagne,183830,0
31,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Cires jaune et blanche,Royaume d'Espagne,480233,0
32,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Cuirs apprêtés,Royaume d'Espagne,501866,0
33,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Graines de jardin,Royaume d'Espagne,154731,0
34,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Graines diverses,Royaume d'Espagne,41374,0
35,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Huile de graine,Royaume d'Espagne,237,0
36,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Charbons,Royaume d'Espagne,6723,0
37,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Tabacs,Royaume d'Espagne,115856,0
38,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An11.csv,Résumé,An 11,Exports,Articles réunis,Royaume d'Espagne,22117,0
