numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
1,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Alun,,,"1449,7",Espagne,,quintaux,,,,,,,0
2,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Amandes,,,"305,65",Espagne,,quintaux,,,,,,,0
3,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Anchois,,,"1855,48",Espagne,,quintaux,,,,,,,0
4,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Argent monnoyé en piastres,,4110240,,Espagne,,,,,,,,,0
5,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Armes à feu,,21482,,Espagne,,,,,,,,,0
6,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Bestiaux divers,,5740,,Espagne,,,,,,,,,0
7,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Blé froment,,,44848,Espagne,,quintaux,,,,,,,0
8,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Blé maïs,,,9361,Espagne,,quintaux,,,,,,,0
9,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Bois des Indes de teinture et de marqueterie,,478426,,Espagne,,,,,,,,,0
10,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Cacao,,,"3340,64",Espagne,,quintaux,,,,,,,0
11,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Cendre soude,,,"122747,75",Espagne,,quintaux,,,,,,,0
12,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Colombine ou engrais de pigeons,,,2137,Espagne,,quintaux,,,,,,,0
13,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Coloquinte,,,499,Espagne,,quintaux,,,,,,,0
14,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Cochenille,,,401,Espagne,,quintaux,,,,,,,0
15,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Corail ouvré,,127500,,Espagne,,,,,,,,,0
16,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Coton en laine,,,"5088,47",Espagne,,quintaux,,,,,,,0
17,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Cuivre divers en poil,,,21411,Espagne,,en nombre,,,,,,,1
18,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Cuivre divers en poil,,,"1524,67",Espagne,,quintaux,,,,,,,2
19,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Cuivres divers,,,"7162,47",Espagne,,quintaux,,,,,,,0
20,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Eau-de-vie double,,,17,Espagne,,muids,,,,,,,1
21,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Eau-de-vie double,,,48,Espagne,,pintes,,,,,,,2
22,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Eau-de-vie simple,,,18236,Espagne,,muids,,,,,,,1
23,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Eau-de-vie simple,,,46,Espagne,,pintes,,,,,,,2
24,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Ecailles,,,"45,52",Espagne,,quintaux,,,,,,,0
25,Cyril Mouton,F12_252,,,1792,Imports,France,,40,Farine,,,3809,Espagne,,,,,,,,,0
26,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bestiaux divers,,4524,,France,,,,,,,,,0
27,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bestiaux divers ; bœuf et vaches,,,1035,France,,en nombre,,,,,,,0
28,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bestiaux divers ; moutons et brebis,,,51367,France,,en nombre,,,,,,,0
29,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bestiaux divers ; porcs et porcelets,,,1617,France,,en nombre,,,,,,,0
30,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bestiaux divers ; mules mulets et ânes,,,6791,France,,en nombre,,,,,,,0
31,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Blé froment par Bayonne et Marseille,,,68969,France,,quintaux,,,,,,,0
32,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Blé seigle par Marseille,,,14904,France,,quintaux,,,,,,,0
33,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Blé maïs par Marseille,,,"5687,5",France,,quintaux,,,,,,,0
34,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Blé orge par Marseille,,,12249,France,,quintaux,,,,,,,0
35,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bonneteries diverses,,80054,,France,,,,,,,,,0
36,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bonneteries diverses ; de soie,,,13742,France,,paires,,,,,,,1
37,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bonneteries diverses ; de soie,,,"58,5",France,,quintaux,,,,,,,2
38,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bougie,,,"59,23",France,,quintaux,,,,,,,0
39,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Bray et goudron,,,"20775,37",France,,quintaux,,,,,,,0
40,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Cacao étranger,,,"950,07",France,,quintaux,,,,,,,0
41,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Cannelle,,,"27,21",France,,quintaux,,,,,,,0
42,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Cendre potasse,,,"1157,65",France,,quintaux,,,,,,,0
43,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Chairs salées de toutes sortes,,,"984,28",France,,quintaux,,,,,,,0
44,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Chanvre,,,6257,France,,quintaux,,,,,,,0
45,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Chapeaux divers,,,360152,France,,,,,,,,,0
46,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Cire blanche et jaune,,,"662,68",France,,quintaux,,,,,,,0
47,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Coton en laine,,,"187,05",France,,quintaux,,,,,,,0
48,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Coton filé,,,"857,76",France,,quintaux,,,,,,,0
49,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,41,Cuirs divers,,73896,,France,,,,,,,,,0
50,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Fers divers,,,"4873,27",Espagne,,quintaux,,,,,,,0
51,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Figues,,,"538,67",Espagne,,quintaux,,,,,,,0
52,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Girofle,,,80,Espagne,,quintaux,,,,,,,0
53,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Huile d'olive,,,"12916,65",Espagne,,quintaux,,,,,,,0
54,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Huile de poisson,,,438,Espagne,,quintaux,,,,,,,0
55,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Jalap,,,"140,43",Espagne,,quintaux,,,,,,,0
56,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Indigo,,,"2785,77",Espagne,,quintaux,,,,,,,0
57,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Joncs ou auffe,,,"2846,56",Espagne,,quintaux,,,,,,,0
58,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Ivoire,,,"16,63",Espagne,,quintaux,,,,,,,0
59,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Laines diverses,,,"3171,35",Espagne,,quintaux,,,,,,,0
60,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Laines fines,,,"2937,5",Espagne,,quintaux,,,,,,,0
61,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Liège en planches et en bouchons,,223377,,Espagne,,,,,,,,,0
62,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Morue par Bayonne,,,3122,Espagne,,quintaux,,,,,,,0
63,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Mouchoirs de soie,,33140,,Espagne,,,,,,,,,0
64,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Ouvrages,,94015,,Espagne,,,,,,,,,0
65,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Ouvrages d'auffe et de joncs,,78474,,Espagne,,,,,,,,,0
66,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Peaux diverses,,20037,,Espagne,,,,,,,,,0
67,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Perles en semence,,29670,,Espagne,,,,,,,,,0
68,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Poivre et piment,,,"868,9",Espagne,,quintaux,,,,,,,0
69,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Quinquina,,,"721,64",Espagne,,quintaux,,,,,,,0
70,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Raisin,,,"1167,27",Espagne,,quintaux,,,,,,,0
71,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Réglisse,,,"2100,26",Espagne,,quintaux,,,,,,,0
72,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Safran,,,"5,62",Espagne,,quintaux,,,,,,,0
73,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Salsepareille,,,"540,39",Espagne,,quintaux,,,,,,,0
74,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Sardines,,,2117,Espagne,,quintaux,,,,,,,0
75,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Soies diverses par Marseille,,,61,Espagne,,quintaux,,,,,,,0
76,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Sucre brut par Nantes,,,2456,Espagne,,quintaux,,,,,,,0
77,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Sucre terré par Bayonne Marseille et Nantes,,,"10001,8",Espagne,,quintaux,,,,,,,0
78,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Sumac,,,644,Espagne,,quintaux,,,,,,,0
79,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Tabac en feuilles,,,"917,7",Espagne,,quintaux,,,,,,,0
80,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Ustensiles de pêche par Marseille,,53774,,Espagne,,,,,,,,,0
81,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Vins ordinaires,,,1872,Espagne,,muids,,,,,,,1
82,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Vins ordinaires,,,16161,Espagne,,pintes,,,,,,,2
83,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Vins de liqueurs,,,610,Espagne,,muids,,,,,,,1
84,Cyril Mouton,F12_252,,,1792,Imports,France,,42,Vins de liqueurs,,,23,Espagne,,pintes,,,,,,,2
85,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Dentelles de soie,,,"6,3",France,,quintaux,,,,,,,0
86,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Dorure fine,,81763,,France,,,,,,,,,0
87,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Draperie de toutes sortes,,1267121,,France,,,,,,,,,0
88,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Drogueries,,197961,,France,,,,,,,,,0
89,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Eau-de-vie double,,,88,France,,muids,,,,,,,0
90,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Eau-de-vie simple,,,900,France,,muids,,,,,,,1
91,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Eau-de-vie simple,,,216,France,,pintes,,,,,,,2
92,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Epingles,,51721,,France,,,,,,,,,0
93,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Etoffes mêlées,,30428,,France,,,,,,,,,0
94,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Etoffes de laine ; poil et laine,,1819284,,France,,,,,,,,,0
95,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Etoffes riches,,93960,,France,,,,,,,,,0
96,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Etoffes de soie,,,14179,France,,aunes,,,,,,,1
97,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Etoffes de soie,,,"314,7",France,,quintaux,,,,,,,2
98,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Farine,,,1186,France,,quintaux,,,,,,,0
99,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Fer et acier,,,"8371,38",France,,quintaux,,,,,,,0
100,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Gaze de soie,,,"12,16",France,,quintaux,,,,,,,0
101,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Gommes diverses,,161150,,France,,,,,,,,,0
102,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Légumes divers,,,37430,France,,quintaux,,,,,,,0
103,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Librairie,,131279,,France,,,,,,,,,0
104,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Mercerie,,1177183,,France,,,,,,,,,0
105,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Morue,,,"474,71",France,,quintaux,,,,,,,0
106,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Mouchoirs de toutes sortes,,204662,,France,,,,,,,,,0
107,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Noix de galle,,,"191,9",France,,quintaux,,,,,,,0
108,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Papier à écrire,,,2576,France,,rames,,,,,,,0
109,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Papier à écrire,,,"891,65",France,,quintaux,,,,,,,2
110,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Parfumerie diverse,,34974,,France,,,,,,,,,0
111,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Peaux,,170654,,France,,,,,,,,,0
112,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Pelleteries mêlées,,10400,,France,,,,,,,,,0
113,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Plomb,,,879,France,,quintaux,,,,,,,0
114,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Poivre,,,"61,42",France,,quintaux,,,,,,,0
115,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Poudre à tirer,,,85,France,,quintaux,,,,,,,0
116,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Quincaillerie diverse,,124100,,France,,,,,,,,,0
117,Cyril Mouton,F12_252,,,1792,Exports,Espagne,,42,Riz,,,"2558,74",France,,quintaux,,,,,,,0
